source,target,relation
campaign--4553292d-12c6-4a93-934d-12160370d4e0,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,uses
malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
malware--8be7c69e-d8e3-4970-9668-61de08e508cc,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--4e868dad-682d-4897-b8df-2dc98f46c68a,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,uses
malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
tool--11f8d7eb-1927-4806-9267-3a11d4d4d6be,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,uses
malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,uses
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,uses
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--3dc8c101-d4db-4f4d-8150-1b5a76ca5f1b,uses
malware--1996aed9-6234-4c1d-a145-e8a4913679dd,attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,uses
malware--61c7a91a-0b83-461d-ad32-75d96eed4a09,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,uses
tool--a7b5df47-73bb-4d47-b701-869f185633a6,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--e494ad79-37ee-4cd0-866b-299c521d8b94,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,uses
malware--50c44c34-3abb-48ae-9433-a2337de5b0bc,attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103,uses
malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,tool--294e2560-bd48-44b2-9da2-833b5588ad11,uses
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
malware--33139388-de0c-49ff-862a-041c315b142d,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,uses
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,uses
malware--95e2cbae-d82c-4f7b-b63c-16462015d35d,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,uses
malware--8beac7c2-48d2-4cd9-9b15-6c452f38ac06,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,uses
malware--148f947c-aabd-4ba8-b6a3-22b296855119,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,uses
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,uses
tool--1244e058-fa10-48cb-b484-0bcf671107ae,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,uses
malware--a8839c95-029f-44cf-8f3d-a3cf2039e927,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--278716b1-61ce-4a74-8d17-891d0c494101,mitigates
malware--6e95feb1-78ee-48d3-b421-4d76663b5c49,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,uses
x-mitre-detection-strategy--6c9e1f65-7d75-4091-b97d-e5f88ed12812,attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580,detects
malware--df0b59fe-0193-49ea-84e1-9207139c716c,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,uses
tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27,uses
malware--663d7dee-5a47-459e-a5ef-e850a94a8ee5,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,uses
malware--8bd47506-29ae-44ea-a5c1-c57e8a1ab6b0,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
malware--c13d9621-aca7-436b-ab3d-3a95badb3d00,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,uses
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,uses
malware--e110c9c6-7691-4bcb-874d-3d83a63c06c2,attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,uses
malware--a8839c95-029f-44cf-8f3d-a3cf2039e927,attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc,uses
malware--3058b264-fe6b-46be-8948-2d1fadaf8adf,attack-pattern--356662f7-e315-4759-86c9-6214e2a50ff8,uses
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,uses
malware--22b17791-45bf-45c0-9322-ff1a0af5cf2b,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,tool--981acc4c-2ede-4b56-be6e-fa1a75f37acf,uses
campaign--8a7c55ea-f363-4a03-b4c5-fa3fdb132d8f,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--fb75213f-cfb0-40bf-a02f-3bad93d6601e,uses
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,uses
course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,mitigates
campaign--75ea699b-bff5-4541-b9b7-df4996c9db3c,attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac,uses
malware--02739f57-7585-4319-acd3-794ae8ff3a70,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
campaign--0c259854-4044-4f6c-ac49-118d484b3e3b,attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db,uses
malware--4d7bf2ac-f953-4907-b114-be44dc174d67,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,uses
malware--a5789a26-2b7b-4b2d-a25f-31182468d4bb,attack-pattern--eec23884-3fa1-4d8a-ac50-6f104d51e235,uses
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,malware--e91d3543-ca5d-474b-8b20-5a753ebc6e49,uses
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,malware--bb6f2a5c-dbc9-45b0-bd3f-a0b7849959c2,uses
malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1,attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf,uses
malware--54895630-efd2-4608-9c24-319de972a9eb,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf,mitigates
malware--4b6ec280-7bbb-48ff-ae59-b189520ebe83,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
malware--0a615414-1dad-4131-802d-38f5d72ef852,attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825,uses
malware--fc774af4-533b-4724-96d2-ac1026316794,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--5c747acd-47f0-4c5a-b9e5-213541fc01e0,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,uses
malware--909617c3-6d87-4330-8f32-bd3af38c3b92,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,uses
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,uses
malware--d3afa961-a80c-4043-9509-282cdf69ab21,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,uses
malware--cb7bcf6f-085f-41db-81ee-4b68481661b5,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,uses
malware--59c8a28c-200c-4565-9af1-cbdb24870ba0,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,uses
malware--4e164a21-3fbe-4aaa-be69-2513fdba90f7,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,uses
malware--858b0f9d-3a2a-437e-a058-afe72154f6da,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--13183cdf-280b-46be-913a-5c6df47831e7,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,uses
malware--023254de-caaf-4a05-b2c7-e4e2f283f7a5,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--28b97733-ef07-4414-aaa5-df50b2d30cc5,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,malware--a7881f21-e978-4fe4-af56-92c9416a2616,uses
course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,mitigates
malware--e9595678-d269-469e-ae6b-75e49259de63,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,uses
malware--7230ded7-3b1a-4d6e-9735-d0ffd47af9f6,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--350f12cf-fd3b-4dad-b323-14b943090df4,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--75bba379-4ba1-467e-8c60-ec2b269ee984,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,uses
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,attack-pattern--eec096b8-c207-43df-b6c1-11523861e452,uses
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--16cdd21f-da65-4e4f-bc04-dd7d198c7b26,uses
malware--1d1fce2f-0db5-402b-9843-4278a0694637,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
campaign--78068e68-4124-4243-b6f4-76e4e5be8a06,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970,uses
course-of-action--7bb5fae9-53ad-4424-866b-f0ea2a8b731d,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,mitigates
tool--da04ac30-27da-4959-a67d-450ce47d9470,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,uses
malware--198db886-47af-4f4c-bff5-11b891f85946,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,uses
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc,uses
intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,uses
malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,uses
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--6836813e-8ec8-4375-b459-abb388cb1a35,mitigates
malware--b51797f7-57da-4210-b8ac-b8632ee75d70,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,uses
malware--bb3c1098-d654-4620-bf40-694386d28921,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
campaign--276671b5-5425-48db-ad65-c8c2564a969b,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,uses
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,uses
malware--0ced8926-914e-4c78-bc93-356fb90dbd1f,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
x-mitre-detection-strategy--f31ad178-1f54-41a6-b286-8040e7eb7158,attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3,detects
malware--76ac7989-c5cc-42e2-93e3-d6c476f01ace,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,uses
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,tool--7cd0bc75-055b-4098-a00e-83dc8beaff14,uses
malware--b879758f-bbc4-4cab-b5ba-177ac9b009b4,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--1da748a5-875d-4212-9222-b4c23ab861be,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--4b72b6a7-72be-45d9-af02-fdcf0fc6d358,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,uses
malware--42bf4ce8-415f-40e3-98b3-e3811875b406,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--4ab44516-ad75-4e43-a280-705dc0420e2f,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,uses
intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,uses
malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,uses
malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,uses
malware--35ee9bf3-264b-4411-8a8f-b58cec8f35e4,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--2dd34b01-6110-4aac-835d-b5e7b936b0be,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,uses
course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b,mitigates
malware--687c23e4-4e25-4ee7-a870-c5e002511f54,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,uses
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,uses
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,uses
malware--b42378e0-f147-496f-992a-26a49705395b,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,uses
malware--674c514f-e485-47a8-9d49-1aaa70de155b,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,uses
malware--6a21e3a4-5ffe-4581-af9a-6a54c7536f44,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--59a97b15-8189-4d51-9404-e1ce8ea4a069,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,mitigates
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,uses
x-mitre-detection-strategy--063eac3f-9c2a-429a-ad7c-ae7f49158bb2,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,detects
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--a4657bc9-d22f-47d2-a7b7-dd6ec33f3dde,uses
malware--5af7a825-2d9f-400d-931a-e00eb9e27f48,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,uses
malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,uses
malware--4c8ad4ed-3bbb-4088-bf14-f4caf2bf62a0,attack-pattern--818302b2-d640-477b-bf88-873120ce85c4,uses
malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,mitigates
malware--c13d9621-aca7-436b-ab3d-3a95badb3d00,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,uses
malware--325fa466-4a2a-45a0-acc6-f6bed9b45ebe,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
malware--5911d2ca-64f6-49b3-b94f-29b5d185085c,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,uses
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
malware--c8b6cc43-ce61-42ae-87f3-a5f10526f952,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,uses
malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,uses
x-mitre-detection-strategy--cce3ccaf-87ac-47ae-b9e2-6507b91cb63d,attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931,detects
malware--7e100ca4-e639-48d9-9a9d-8ad84aa7b448,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,uses
tool--8f8cd191-902c-4e83-bf20-b57c8c4640e9,attack-pattern--1035cdf2-3e5f-446f-a7a7-e8f6d7925967,uses
attack-pattern--69e5226d-05dc-4f15-95d7-44f5ed78d06e,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,subtechnique-of
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,mitigates
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
malware--93289ecf-4d15-4d6b-a9c3-4ab27e145ef4,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,uses
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,malware--92b03a94-7147-4952-9d5a-b4d24da7487c,uses
malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,uses
malware--57d83eac-a2ea-42b0-a7b2-c80c55157790,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--60d50676-459a-47dd-92e9-a827a9fe9c58,attack-pattern--75b9a4d2-d4e2-4ca1-9aab-1badd9e05fd0,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,uses
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,uses
malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,uses
tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--4d7bf2ac-f953-4907-b114-be44dc174d67,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
tool--1244e058-fa10-48cb-b484-0bcf671107ae,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,uses
malware--bdee9574-7479-4073-a7dc-e86d8acd073a,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56,uses
malware--f108215f-3487-489d-be8b-80e346d32518,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,uses
intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--68dca94f-c11d-421e-9287-7c501108e18c,attack-pattern--eec23884-3fa1-4d8a-ac50-6f104d51e235,uses
course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--4b46767d-4a61-4f30-995e-c19a75c2e536,mitigates
campaign--1a0576df-df21-4775-843e-844d8a58a94b,tool--26c87906-d750-42c5-946c-d4162c73fc7b,uses
tool--b52d6583-14a2-4ddc-8527-87fd2142558f,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,uses
campaign--7854c1a0-f06c-4876-98a4-4bbd34751b05,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,uses
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,uses
intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,tool--b76b2d94-60e4-4107-a903-4a3a7622fb3b,uses
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--fb75213f-cfb0-40bf-a02f-3bad93d6601e,uses
malware--d1974f35-0e06-478e-bc74-7530545d814b,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,uses
campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,uses
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,uses
malware--3d7048f1-012e-468c-a18b-1bf98037d62c,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
x-mitre-detection-strategy--834e853c-479d-4ddd-a1a3-349b09466b8d,attack-pattern--d4287702-e2f7-4946-bdfa-2c7f5aaa5032,detects
campaign--519ee082-8ab6-439b-988f-a8a3f02c8d30,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,uses
malware--3128c86d-bd0d-445c-850f-96abf68fbfc3,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755,uses
x-mitre-detection-strategy--92ce4302-72cb-4b7b-9184-1fc14900d0e1,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e,detects
malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
x-mitre-detection-strategy--430abda8-2a2c-4ab8-bbd6-eb205a189362,attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,detects
malware--fb575479-14ef-41e9-bfab-0b7cf10bec73,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b,uses
attack-pattern--afac5dbc-4383-4fb6-9ba6-45b25d49e530,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,subtechnique-of
malware--aad11e34-02ca-4220-91cd-2ed420af4db3,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
campaign--7ab2f1a1-26af-4204-ad84-d640fde391da,attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447,uses
malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,malware--46cbafbc-8907-42d3-9002-5327c26f8927,uses
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7,uses
malware--04378e79-4387-468a-a8f7-f974b8254e44,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--1fefb062-feda-484a-8f10-0cebf65e20e3,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
malware--3128c86d-bd0d-445c-850f-96abf68fbfc3,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--824a230d-0f6a-4fd0-99df-8d464db2265e,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,uses
malware--efece7e8-e40b-49c2-9f84-c55c5c93d05c,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d,mitigates
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,uses
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,uses
campaign--4603cf2f-06d0-4970-9c5d-5071b08c817f,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,uses
malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,uses
